Party	Title	State	Full Name	Committees	Committee 1	Committee 2	Committee 3	Committee 4	Committee 5	Committee 6	Committee 7	Years in Current Chamber	NRA Rank	NRA Grand Total	Top Industry	Total Industry Amount	Top Contributor	Total Contributor Amount	@Photo
Democratic	Representative	California	Scott H. Peters	Energy and Commerce   Veterans' Affairs 	Energy and Commerce  	Veterans' Affairs 						5	476	-$7,846	Lawyers/Law Firms	$649,698	Qualcomm Inc	$96,135	Macintosh HD:Users:enickles:Desktop:thumbsbw:Peters_Scott_H.jpg
Democratic	Representative	New York	Brian Higgins	Budget   Ways and Means 	Budget  	Ways and Means 						13	477	-$8,174	Lawyers/Law Firms	$737,797	Operating Engineers Union	$80,380	Macintosh HD:Users:enickles:Desktop:thumbsbw:Higgins_Brian.jpg
Democratic	Representative	Illinois	Bill Foster	Financial Services   Science, Space, and Technology 	Financial Services  	Science, Space, and Technology 						8	478	-$9,859	Education	$1,941,673	US Dept of Energy	$518,701	Macintosh HD:Users:enickles:Desktop:thumbsbw:Foster_Bill.jpg
Democratic	Representative	California	Julia Brownley	Transportation and Infrastructure   Veterans' Affairs 	Transportation and Infrastructure  	Veterans' Affairs 						5	479	-$10,572	Women's Issues	$732,922	EMILY's List	$64,325	Macintosh HD:Users:enickles:Desktop:thumbsbw:Brownley_Julia.jpg
Democratic	Representative	California	Pete Aguilar	Appropriations 	Appropriations 							3	480	-$12,268	Lawyers/Law Firms	$389,927	JStreetPAC	$90,591	Macintosh HD:Users:enickles:Desktop:thumbsbw:Aguilar_Pete.jpg
Democratic	Representative	California	Ami Bera	Foreign Affairs   Science, Space, and Technology 	Foreign Affairs  	Science, Space, and Technology 						5	481	-$12,730	Health Professionals	$1,329,343	University of California	$232,079	Macintosh HD:Users:enickles:Desktop:thumbsbw:Bera_Ami.jpg
Democratic	Representative	Hawaii	Colleen Hanabusa	Armed Services   Natural Resources   Science, Space, and Technology 	Armed Services  	Natural Resources  	Science, Space, and Technology 					7	482	-$13,088	Building Trade Unions	$26,500	Sheet Metal Workers Union	$19,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:Hanabusa_Colleen.jpg
Republican	Representative	Louisiana	Ralph Lee Abraham	Agriculture   Armed Services   Science, Space, and Technology 	Agriculture  	Armed Services  	Science, Space, and Technology 					3	483	-$13,536	Crop Production & Basic Processing	$172,621	Majority Cmte PAC	$25,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:Abraham_Ralph_Lee.jpg
Democratic	Representative	Connecticut	Joe Courtney	Armed Services   Education and the Workforce 	Armed Services  	Education and the Workforce 						11	484	-$13,852	Lawyers/Law Firms	$1,101,339	General Dynamics	$165,900	Macintosh HD:Users:enickles:Desktop:thumbsbw:Courtney_Joe.jpg
Democratic	Senator	New York	Charles E. Schumer	Rules and Administration  Select Committee on Intelligence	Rules and Administration 	Select Committee on Intelligence						19	485	-$15,184	Securities & Investment	$12,889,763	Goldman Sachs	$581,890	Macintosh HD:Users:enickles:Desktop:thumbsbw:Schumer_Charles_E.jpg
Democratic	Representative	Arizona	Tom O'Halleran	Agriculture   Armed Services 	Agriculture  	Armed Services 						1	486	-$16,482	Leadership PACs	$127,450	New Democrat Coalition	$14,500	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Representative	Nevada	Ruben J. Kihuen	Financial Services 	Financial Services 							1	487	-$16,748	Leadership PACs	$112,500	AmeriPAC: The Fund for a Greater America	$17,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Representative	Arizona	Kyrsten Sinema	Financial Services 	Financial Services 							5	488	-$20,556	Lawyers/Law Firms	$822,769	Votesane PAC	$132,200	Macintosh HD:Users:enickles:Desktop:thumbsbw:Sinema_Kyrsten.jpg
Democratic	Representative	Nevada	Jacky Rosen	Armed Services   Science, Space, and Technology 	Armed Services  	Science, Space, and Technology 						1	489	-$21,079	Leadership PACs	$195,750	EMILY's List	$56,212	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Representative	Florida	Val Butler Demings	Homeland Security   Judiciary   Oversight and Government Reform 	Homeland Security  	Judiciary  	Oversight and Government Reform 					1	490	-$23,069	Telecom Services	$24,350	Comcast Corp	$11,500	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Senator	New Jersey	Cory A. Booker	Environment and Public Works  Foreign Relations Small Business and Entrepreneurship Judiciary	Environment and Public Works 	Foreign Relations	Small Business and Entrepreneurship	Judiciary				5	491	-$23,641	Lawyers/Law Firms	$2,673,554	NorPAC	$158,871	Macintosh HD:Users:enickles:Desktop:thumbsbw:Booker_Cory_A.jpg
Democratic	Representative	New Jersey	Josh Gottheimer	Financial Services 	Financial Services 							1	492	-$23,961	Securities & Investment	$471,525	NorPAC	$35,800	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Representative	Virginia	Gerald E. Connolly	Foreign Affairs   Oversight and Government Reform 	Foreign Affairs  	Oversight and Government Reform 						9	493	-$24,126	Retired	$610,385	Leidos Inc	$75,250	Macintosh HD:Users:enickles:Desktop:thumbsbw:Connolly_Gerald_E.jpg
Democratic	Representative	Florida	Al Lawson Jr.	Agriculture   Small Business 	Agriculture  	Small Business 						1	494	-$27,540	Crop Production & Basic Processing	$35,500	JM Family Enterprises	$10,000	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Representative	Illinois	Cheri Bustos	Agriculture   Transportation and Infrastructure 	Agriculture  	Transportation and Infrastructure 						5	495	-$28,489	Lawyers/Law Firms	$648,156	EMILY's List	$148,951	Macintosh HD:Users:enickles:Desktop:thumbsbw:Bustos_Cheri.jpg
Democratic	Representative	Massachusetts	William R. Keating	Foreign Affairs   Homeland Security 	Foreign Affairs  	Homeland Security 						7	496	-$34,202	Lawyers/Law Firms	$556,278	Commonwealth of Massachusetts	$60,947	Macintosh HD:Users:enickles:Desktop:thumbsbw:Keating_William_R.jpg
Democratic	Senator	Delaware	Christopher A. Coons	Appropriations  Foreign Relations Small Business and Entrepreneurship Judiciary  Select Committee on Ethics	Appropriations 	Foreign Relations	Small Business and Entrepreneurship	Judiciary 	Select Committee on Ethics			8	497	-$34,763	Lawyers/Law Firms	$1,836,723	Young, Conaway et al	$147,050	Macintosh HD:Users:enickles:Desktop:thumbsbw:Coons_Christopher_A.jpg
Democratic	Senator	Michigan	Gary C. Peters	Armed Services Commerce, Science, and Transportation Homeland Security and Governmental Affairs  Joint Economic Committee	Armed Services	Commerce, Science, and Transportation	Homeland Security and Governmental Affairs 	Joint Economic Committee				3	498	-$48,855	Lawyers/Law Firms	$2,032,598	League of Conservation Voters	$379,037	Macintosh HD:Users:enickles:Desktop:thumbsbw:Peters_Gary_C.jpg
Democratic	Senator	New Mexico	Tom Udall	Commission on Security and Cooperation in Europe  Appropriations  Commerce, Science, and Transportation Foreign Relations Indian Affairs Rules and Administration  Joint Committee on Printing	Commission on Security and Cooperation in Europe 	Appropriations 	Commerce, Science, and Transportation	Foreign Relations	Indian Affairs	Rules and Administration 	Joint Committee on Printing	9	499	-$51,765	Lawyers/Law Firms	$1,900,271	University of New Mexico	$81,508	Macintosh HD:Users:enickles:Desktop:thumbsbw:Udall_Tom.jpg
Democratic	Representative	Florida	Stephanie N. Murphy	Armed Services   Small Business 	Armed Services  	Small Business 						1	500	-$59,807	Leadership PACs	$122,700	EMILY's List	$36,665	Macintosh HD:Users:enickles:Desktop:thumbsbw:Murphy_Stephanie_N.jpg
Democratic	Representative	Iowa	David Loebsack	Energy and Commerce 	Energy and Commerce 							11	501	-$62,808	Leadership PACs	$559,603	University of Iowa	$226,265	Macintosh HD:Users:enickles:Desktop:thumbsbw:Loebsack_David.jpg
Democratic	Senator	Connecticut	Richard Blumenthal	Armed Services Commerce, Science, and Transportation Veterans' Affairs Judiciary  Special Committee on Aging	Armed Services	Commerce, Science, and Transportation	Veterans' Affairs	Judiciary 	Special Committee on Aging			7	502	-$64,317	Lawyers/Law Firms	$1,885,894	Cablevision Systems	$72,525	Macintosh HD:Users:enickles:Desktop:thumbsbw:Blumenthal_Richard.jpg
Democratic	Representative	Colorado	Ed Perlmutter	Financial Services   Science, Space, and Technology 	Financial Services  	Science, Space, and Technology 						11	503	-$64,411	Lawyers/Law Firms	$1,555,261	Democratic Congressional Campaign Cmte	$170,979	Macintosh HD:Users:enickles:Desktop:thumbsbw:Perlmutter_Ed.jpg
Democratic	Representative	Nevada	Dina Titus	Foreign Affairs   Transportation and Infrastructure 	Foreign Affairs  	Transportation and Infrastructure 						7	504	-$74,554	Lawyers/Law Firms	$545,784	MGM Resorts International	$136,060	Macintosh HD:Users:enickles:Desktop:thumbsbw:Titus_Dina.jpg
Democratic	Senator	Alabama	Doug Jones	Banking, Housing, and Urban Affairs Health, Education, Labor, and Pensions Homeland Security and Governmental Affairs  Special Committee on Aging	Banking, Housing, and Urban Affairs	Health, Education, Labor, and Pensions	Homeland Security and Governmental Affairs 	Special Committee on Aging				< 1	505	-$74,759	Democratic/Liberal	$3,580,294	University of Alabama	$149,139	Macintosh HD:Users:enickles:Desktop:thumbsbw:Jones_Walter_B.jpg
Democratic	Representative	California	Jim Costa	Agriculture   Natural Resources 	Agriculture  	Natural Resources 						13	506	-$81,223		$1,303,714	ML Street Properties	$111,800	Macintosh HD:Users:enickles:Desktop:thumbsbw:Costa_Jim.jpg
Democratic	Senator	Michigan	Debbie Stabenow	Budget  Agriculture, Nutrition, and Forestry Energy and Natural Resources Finance  Joint Committee on Taxation	Budget 	Agriculture, Nutrition, and Forestry	Energy and Natural Resources	Finance 	Joint Committee on Taxation			17	507	-$84,827	Lawyers/Law Firms	$3,365,919	EMILY's List	$967,216	Macintosh HD:Users:enickles:Desktop:thumbsbw:Stabenow_Debbie.jpg
Democratic	Representative	California	Jerry McNerney	Energy and Commerce   Science, Space, and Technology 	Energy and Commerce  	Science, Space, and Technology 						11	508	-$86,717	Retired	$1,174,546	ActBlue	$207,460	Macintosh HD:Users:enickles:Desktop:thumbsbw:McNerney_Jerry.jpg
Democratic	Senator	North Dakota	Heidi Heitkamp	Agriculture, Nutrition, and Forestry Banking, Housing, and Urban Affairs Homeland Security and Governmental Affairs  Indian Affairs Small Business and Entrepreneurship Joint Select Committee on Solvency of Multiemployer Pension Plans  United States Senate Caucus on International Narcotics Control	Agriculture, Nutrition, and Forestry	Banking, Housing, and Urban Affairs	Homeland Security and Governmental Affairs 	Indian Affairs	Small Business and Entrepreneurship	Joint Select Committee on Solvency of Multiemployer Pension Plans 	United States Senate Caucus on International Narcotics Control	5	509	-$87,424	Lawyers/Law Firms	$1,408,026	Motley Rice LLC	$108,800	Macintosh HD:Users:enickles:Desktop:thumbsbw:Heitkamp_Heidi.jpg
Democratic	Representative	Washington	Denny Heck	Financial Services   Permanent Select Committee on Intelligence 	Financial Services  	Permanent Select Committee on Intelligence 						5	510	-$91,801	Retired	$466,795	State of Washington	$96,989	Macintosh HD:Users:enickles:Desktop:thumbsbw:Heck_Denny.jpg
Democratic	Senator	Connecticut	Christopher Murphy	Appropriations  Foreign Relations Health, Education, Labor, and Pensions	Appropriations 	Foreign Relations	Health, Education, Labor, and Pensions					5	511	-$101,864	Retired	$2,686,883	Democratic Congressional Campaign Cmte	$253,004	Macintosh HD:Users:enickles:Desktop:thumbsbw:Murphy_Christopher.jpg
Democratic	Senator	Oregon	Jeff Merkley	Appropriations  Budget Environment and Public Works  Foreign Relations	Appropriations 	Budget	Environment and Public Works 	Foreign Relations				9	512	-$112,219	Retired	$1,107,302	JStreetPAC	$117,080	Macintosh HD:Users:enickles:Desktop:thumbsbw:Merkley_Jeff.jpg
Independent	Senator	Maine	Angus S. King Jr.	Armed Services Budget  Energy and Natural Resources Rules and Administration  Select Committee on Intelligence	Armed Services	Budget 	Energy and Natural Resources	Rules and Administration 	Select Committee on Intelligence			5	513	-$123,337	Retired	$591,157	General Dynamics	$41,250	Macintosh HD:Users:enickles:Desktop:thumbsbw:King_Angus_S.jpg
Democratic	Senator	New Hampshire	Margaret Wood Hassan	Commerce, Science, and Transportation Health, Education, Labor, and Pensions Homeland Security and Governmental Affairs  Joint Economic Committee	Commerce, Science, and Transportation	Health, Education, Labor, and Pensions	Homeland Security and Governmental Affairs 	Joint Economic Committee				1	514	-$139,111	Women's Issues	$1,745,904	EMILY's List	$561,379	Macintosh HD:Users:enickles:Desktop:thumbsbw:Hassan_Margaret_Wood.jpg
Democratic	Senator	Minnesota	Amy Klobuchar	Agriculture, Nutrition, and Forestry Commerce, Science, and Transportation Rules and Administration  Judiciary  Joint Committee on Printing  Joint Committee on the Library  Joint Economic Committee	Agriculture, Nutrition, and Forestry	Commerce, Science, and Transportation	Rules and Administration 	Judiciary 	Joint Committee on Printing 	Joint Committee on the Library 	Joint Economic Committee	11	515	-$140,915	Lawyers/Law Firms	$2,646,492	EMILY's List	$386,094	Macintosh HD:Users:enickles:Desktop:thumbsbw:Klobuchar_Amy.jpg
Democratic	Senator	Montana	Jon Tester	Appropriations  Banking, Housing, and Urban Affairs Commerce, Science, and Transportation Indian Affairs Veterans' Affairs	Appropriations 	Banking, Housing, and Urban Affairs	Commerce, Science, and Transportation	Indian Affairs	Veterans' Affairs			11	516	-$159,194	Lawyers/Law Firms	$2,612,282	League of Conservation Voters	$261,128	Macintosh HD:Users:enickles:Desktop:thumbsbw:Tester_Jon.jpg
Democratic	Representative	New Hampshire	Ann M. Kuster	Agriculture   Veterans' Affairs 	Agriculture  	Veterans' Affairs 						5	517	-$179,871	Retired	$1,437,828	JStreetPAC	$207,526	Macintosh HD:Users:enickles:Desktop:thumbsbw:Kuster_Ann_M.jpg
Democratic	Representative	New Hampshire	Carol Shea-Porter	Armed Services   Education and the Workforce 	Armed Services  	Education and the Workforce 						7	518	-$205,951	Leadership PACs	$44,500	EMILY's List	$20,700	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Senator	Pennsylvania	Robert P. Casey Jr.	Agriculture, Nutrition, and Forestry Finance  Health, Education, Labor, and Pensions Special Committee on Aging	Agriculture, Nutrition, and Forestry	Finance 	Health, Education, Labor, and Pensions	Special Committee on Aging				11	519	-$285,949	Lawyers/Law Firms	$7,270,701	Comcast Corp	$177,085	Macintosh HD:Users:enickles:Desktop:thumbsbw:Casey_Robert_P.jpg
Democratic	Senator	Indiana	Joe Donnelly	Agriculture, Nutrition, and Forestry Armed Services Banking, Housing, and Urban Affairs Special Committee on Aging	Agriculture, Nutrition, and Forestry	Armed Services	Banking, Housing, and Urban Affairs	Special Committee on Aging				5	520	-$406,082	Lawyers/Law Firms	$1,708,336	Votesane PAC	$265,887	Macintosh HD:Users:enickles:Desktop:thumbsbw:Donnelly_Joe.jpg
Democratic	Senator	New Hampshire	Jeanne Shaheen	Commission on Security and Cooperation in Europe  Appropriations  Armed Services Foreign Relations Small Business and Entrepreneurship Select Committee on Ethics	Commission on Security and Cooperation in Europe 	Appropriations 	Armed Services	Foreign Relations	Small Business and Entrepreneurship	Select Committee on Ethics		9	521	-$407,942	Women's Issues	$2,441,689	EMILY's List	$1,226,536	Macintosh HD:Users:enickles:Desktop:thumbsbw:Shaheen_Jeanne.jpg
Democratic	Senator	Virginia	Mark R. Warner	Banking, Housing, and Urban Affairs Finance  Rules and Administration  Budget  Select Committee on Intelligence	Banking, Housing, and Urban Affairs	Finance 	Rules and Administration 	Budget 	Select Committee on Intelligence			9	522	-$478,480	Lawyers/Law Firms	$3,373,559	Altria Group	$197,717	Macintosh HD:Users:enickles:Desktop:thumbsbw:Warner_Mark_R.jpg
Democratic	Senator	Wisconsin	Tammy Baldwin	Appropriations  Commerce, Science, and Transportation Health, Education, Labor, and Pensions	Appropriations 	Commerce, Science, and Transportation	Health, Education, Labor, and Pensions					5	523	-$591,373	Retired	$2,744,551	EMILY's List	$648,686	Macintosh HD:Users:enickles:Desktop:thumbsbw:Baldwin_Tammy.jpg
Democratic	Senator	Washington	Patty Murray	Appropriations  Budget Health, Education, Labor, and Pensions Veterans' Affairs	Appropriations 	Budget	Health, Education, Labor, and Pensions	Veterans' Affairs				25	524	-$621,502	Lawyers/Law Firms	$2,620,343	EMILY's List	$620,607	Macintosh HD:Users:enickles:Desktop:thumbsbw:Murray_Patty.jpg
Democratic	Senator	Florida	Bill Nelson	Armed Services Commerce, Science, and Transportation Finance  Special Committee on Aging	Armed Services	Commerce, Science, and Transportation	Finance 	Special Committee on Aging				17	525	-$704,410	Lawyers/Law Firms	$7,955,718	Harris Corp	$180,430	Macintosh HD:Users:enickles:Desktop:thumbsbw:Nelson_Bill.jpg
Democratic	Senator	Virginia	Tim Kaine	Armed Services Budget Foreign Relations Health, Education, Labor, and Pensions	Armed Services	Budget	Foreign Relations	Health, Education, Labor, and Pensions				5	526	-$713,155	Lawyers/Law Firms	$3,753,613	JStreetPAC	$280,393	Macintosh HD:Users:enickles:Desktop:thumbsbw:Kaine_Tim.jpg
Democratic	Senator	Missouri	Claire McCaskill	Armed Services Finance  Homeland Security and Governmental Affairs	Armed Services	Finance 	Homeland Security and Governmental Affairs					11	527	-$769,043	Lawyers/Law Firms	$6,195,331	EMILY's List	$4,309,547	Macintosh HD:Users:enickles:Desktop:thumbsbw:McCaskill_Claire.jpg
Democratic	Senator	Colorado	Michael F. Bennet	Agriculture, Nutrition, and Forestry Finance  Health, Education, Labor, and Pensions Joint Select Committee on Budget and Appropriations Process Reform	Agriculture, Nutrition, and Forestry	Finance 	Health, Education, Labor, and Pensions	Joint Select Committee on Budget and Appropriations Process Reform				9	528	-$868,024	Securities & Investment	$3,315,931	League of Conservation Voters	$340,147	Macintosh HD:Users:enickles:Desktop:thumbsbw:Bennet_Michael_F.jpg
Democratic	Senator	Ohio	Anthony G. Brown	Agriculture, Nutrition, and Forestry Banking, Housing, and Urban Affairs Finance  Veterans' Affairs Joint Select Committee on Solvency of Multiemployer Pension Plans	Agriculture, Nutrition, and Forestry	Banking, Housing, and Urban Affairs	Finance 	Veterans' Affairs	Joint Select Committee on Solvency of Multiemployer Pension Plans			1	529	-$1,098,383	Lawyers/Law Firms	$5,415,146	Ohio State University	$296,506	Macintosh HD:Users:enickles:Desktop:thumbsbw:blank.png
Democratic	Representative	Minnesota	Richard M. Nolan	Agriculture   Transportation and Infrastructure 	Agriculture  	Transportation and Infrastructure 						11	530	-$1,251,939	Leadership PACs	$662,440	Heartland Realty Investors	$67,300	Macintosh HD:Users:enickles:Desktop:thumbsbw:Nolan_Richard_M.jpg
Democratic	Senator	Nevada	Catherine Cortez Masto	Banking, Housing, and Urban Affairs Commerce, Science, and Transportation Energy and Natural Resources Indian Affairs Rules and Administration  Special Committee on Aging	Banking, Housing, and Urban Affairs	Commerce, Science, and Transportation	Energy and Natural Resources	Indian Affairs	Rules and Administration 	Special Committee on Aging		1	531	-$2,529,305	Women's Issues	$1,668,630	EMILY's List	$565,679	Macintosh HD:Users:enickles:Desktop:thumbsbw:Cortez_Masto_Catherine_.jpg
